protein1 protein2 combined_score
243273.MgenG_010200000020 243273.MgenG_010200002184 156
243273.MgenG_010200000020 243273.MgenG_010200001702 577
243273.MgenG_010200000020 243273.MgenG_010200000025 982
243273.MgenG_010200000020 243273.MgenG_010200001110 530
243273.MgenG_010200000020 243273.MgenG_010200001672 319
243273.MgenG_010200000020 243273.MgenG_010200002981 526
243273.MgenG_010200000020 243273.MgenG_010200001090 234
243273.MgenG_010200000020 243273.MgenG_010200000485 556
243273.MgenG_010200000020 243273.MgenG_010200002454 421
243273.MgenG_010200000020 243273.MgenG_010200000735 683
243273.MgenG_010200000020 243273.MgenG_010200002901 211
243273.MgenG_010200000020 243273.MgenG_010200001858 589
243273.MgenG_010200000020 243273.MgenG_010200000230 270
243273.MgenG_010200000020 243273.MgenG_010200000045 266
243273.MgenG_010200000020 243273.MgenG_010200000250 169
243273.MgenG_010200000020 243273.MgenG_010200000295 555
243273.MgenG_010200000020 243273.MgenG_010200000505 188
243273.MgenG_010200000020 243273.MgenG_010200001180 528
243273.MgenG_010200000020 243273.MgenG_010200000995 519
243273.MgenG_010200000020 243273.MgenG_010200003245 172
243273.MgenG_010200000020 243273.MgenG_010200000880 175
243273.MgenG_010200000020 243273.MgenG_010200003305 216
243273.MgenG_010200000020 243273.MgenG_010200000165 733
243273.MgenG_010200000020 243273.MgenG_010200002399 212
243273.MgenG_010200000020 243273.MgenG_010200000015 878
243273.MgenG_010200000020 243273.MgenG_010200001958 532
243273.MgenG_010200000020 243273.MgenG_010200000715 176
243273.MgenG_010200000020 243273.MgenG_010200003205 243
243273.MgenG_010200000020 243273.MgenG_010200002294 684
243273.MgenG_010200000020 243273.MgenG_010200002836 200
243273.MgenG_010200000020 243273.MgenG_010200000400 582
243273.MgenG_010200000020 243273.MgenG_010200002816 283
243273.MgenG_010200000020 243273.MgenG_010200001928 466
243273.MgenG_010200000020 243273.MgenG_010200000770 374
243273.MgenG_010200000020 243273.MgenG_010200000130 281
243273.MgenG_010200000020 243273.MgenG_010200001777 793
243273.MgenG_010200000020 243273.MgenG_010200000790 289
243273.MgenG_010200000020 243273.MgenG_010200001893 512
243273.MgenG_010200000020 243273.MgenG_010200000730 257
243273.MgenG_010200000020 243273.MgenG_010200001402 220
243273.MgenG_010200000020 243273.MgenG_010200000815 950
243273.MgenG_010200000020 243273.MgenG_010200002604 593
243273.MgenG_010200000020 243273.MgenG_010200001432 650
243273.MgenG_010200000020 243273.MgenG_010200000785 382
243273.MgenG_010200000020 243273.MgenG_010200001437 575
243273.MgenG_010200000020 243273.MgenG_010200002254 467
243273.MgenG_010200000020 243273.MgenG_010200003275 234
243273.MgenG_010200000020 243273.MgenG_010200002659 489
243273.MgenG_010200000020 243273.MgenG_010200000855 542
243273.MgenG_010200000020 243273.MgenG_010200002239 635
243273.MgenG_010200000020 243273.MgenG_010200000955 927
243273.MgenG_010200000020 243273.MgenG_010200002841 883
243273.MgenG_010200000020 243273.MgenG_010200003141 270
243273.MgenG_010200000020 243273.MgenG_010200001307 953
243273.MgenG_010200000020 243273.MgenG_010200002649 157
243273.MgenG_010200000020 243273.MgenG_010200002971 250
243273.MgenG_010200000020 243273.MgenG_010200001627 255
243273.MgenG_010200000020 243273.MgenG_010200002189 182
243273.MgenG_010200000020 243273.MgenG_010200002219 324
243273.MgenG_010200000020 243273.MgenG_010200000440 343
243273.MgenG_010200000020 243273.MgenG_010200001100 564
243273.MgenG_010200000020 243273.MgenG_010200002164 493
243273.MgenG_010200000020 243273.MgenG_010200002679 157
243273.MgenG_010200000020 243273.MgenG_010200001803 672
243273.MgenG_010200000020 243273.MgenG_010200002229 513
243273.MgenG_010200000020 243273.MgenG_010200000540 654
243273.MgenG_010200000020 243273.MgenG_010200002906 155
243273.MgenG_010200000020 243273.MgenG_010200000035 633
243273.MgenG_010200000020 243273.MgenG_010200002018 175
243273.MgenG_010200000020 243273.MgenG_010200001085 199
243273.MgenG_010200000020 243273.MgenG_010200001963 438
243273.MgenG_010200000020 243273.MgenG_010200002484 564
243273.MgenG_010200000020 243273.MgenG_010200001312 440
243273.MgenG_010200000020 243273.MgenG_010200002199 251
243273.MgenG_010200000020 243273.MgenG_010200002269 636
243273.MgenG_010200000020 243273.MgenG_010200000005 555
243273.MgenG_010200000020 243273.MgenG_010200002514 677
243273.MgenG_010200000020 243273.MgenG_010200001210 173
243273.MgenG_010200000020 243273.MgenG_010200001145 635
243273.MgenG_010200000020 243273.MgenG_010200001427 174
243273.MgenG_010200000020 243273.MgenG_010200002654 168
243273.MgenG_010200000020 243273.MgenG_010200000545 420
243273.MgenG_010200000020 243273.MgenG_010200000690 468
243273.MgenG_010200000020 243273.MgenG_010200000220 535
243273.MgenG_010200000020 243273.MgenG_010200000285 794
243273.MgenG_010200000020 243273.MgenG_010200000905 262
243273.MgenG_010200000020 243273.MgenG_010200000465 369
243273.MgenG_010200000020 243273.MgenG_010200000160 947
243273.MgenG_010200000020 243273.MgenG_010200001772 561
243273.MgenG_010200000020 243273.MgenG_010200000810 298
243273.MgenG_010200000020 243273.MgenG_010200002846 154
243273.MgenG_010200000020 243273.MgenG_010200000830 169
243273.MgenG_010200000020 243273.MgenG_010200000700 729
243273.MgenG_010200000020 243273.MgenG_010200001567 354
243273.MgenG_010200000020 243273.MgenG_010200002264 486
243273.MgenG_010200000020 243273.MgenG_010200001948 479
243273.MgenG_010200000020 243273.MgenG_010200000685 680
243273.MgenG_010200000020 243273.MgenG_010200002179 421
243273.MgenG_010200000020 243273.MgenG_010200000200 698
243273.MgenG_010200000020 243273.MgenG_010200002074 261
243273.MgenG_010200000020 243273.MgenG_010200001000 971
243273.MgenG_010200000020 243273.MgenG_010200001175 169
243273.MgenG_010200000020 243273.MgenG_010200002544 553
243273.MgenG_010200000020 243273.MgenG_010200000610 362
243273.MgenG_010200000020 243273.MgenG_010200002634 304
243273.MgenG_010200000020 243273.MgenG_010200001372 566
243273.MgenG_010200000020 243273.MgenG_010200001587 682
243273.MgenG_010200000020 243273.MgenG_010200003166 303
243273.MgenG_010200000020 243273.MgenG_010200000745 819
243273.MgenG_010200000020 243273.MgenG_010200003368 160
243273.MgenG_010200000020 243273.MgenG_010200002084 618
243273.MgenG_010200000020 243273.MgenG_010200000660 548
243273.MgenG_010200000020 243273.MgenG_010200003225 159
243273.MgenG_010200000020 243273.MgenG_010200000835 199
243273.MgenG_010200000020 243273.MgenG_010200001828 295
243273.MgenG_010200000020 243273.MgenG_010200000525 254
243273.MgenG_010200000020 243273.MgenG_010200002154 405
243273.MgenG_010200000020 243273.MgenG_010200003200 638
243273.MgenG_010200000020 243273.MgenG_010200002314 298
243273.MgenG_010200000020 243273.MgenG_010200001798 320
243273.MgenG_010200000020 243273.MgenG_010200000310 607
243273.MgenG_010200000020 243273.MgenG_010200002721 635
243273.MgenG_010200000020 243273.MgenG_010200000095 596
243273.MgenG_010200000020 243273.MgenG_010200000010 668
243273.MgenG_010200000020 243273.MgenG_010200001342 492
243273.MgenG_010200000020 243273.MgenG_010200001140 566
243273.MgenG_010200000020 243273.MgenG_010200003285 883
243273.MgenG_010200000020 243273.MgenG_010200001808 793
243273.MgenG_010200000020 243273.MgenG_010200001707 587
243273.MgenG_010200000020 243273.MgenG_010200002174 609
243273.MgenG_010200000020 243273.MgenG_010200000345 788
243273.MgenG_010200000020 243273.MgenG_010200000975 183
243273.MgenG_010200000020 243273.MgenG_010200001617 676
243273.MgenG_010200000020 243273.MgenG_010200000280 283
243273.MgenG_010200000020 243273.MgenG_010200002169 506
243273.MgenG_010200000020 243273.MgenG_010200000575 235
243273.MgenG_010200000020 243273.MgenG_010200001622 514
243273.MgenG_010200000020 243273.MgenG_010200003073 295
243273.MgenG_010200000020 243273.MgenG_010200002976 191
243273.MgenG_010200000020 243273.MgenG_010200000110 946
243273.MgenG_010200000020 243273.MgenG_010200002726 197
243273.MgenG_010200000020 243273.MgenG_010200002209 517
243273.MgenG_010200000020 243273.MgenG_010200000555 399
243273.MgenG_010200000020 243273.MgenG_010200001397 211
243273.MgenG_010200000020 243273.MgenG_010200002644 641
243273.MgenG_010200000020 243273.MgenG_010200001667 687
243273.MgenG_010200000020 243273.MgenG_010200001512 152
243273.MgenG_010200000020 243273.MgenG_010200000935 360
243273.MgenG_010200000020 243273.MgenG_010200002776 837
243273.MgenG_010200000020 243273.MgenG_010200001327 428
243273.MgenG_010200000020 243273.MgenG_010200003136 665
243273.MgenG_010200000020 243273.MgenG_010200000455 913
243273.MgenG_010200000020 243273.MgenG_010200002284 484
243273.MgenG_010200000020 243273.MgenG_010200003235 377
243273.MgenG_010200000020 243273.MgenG_010200000765 702
243273.MgenG_010200000020 243273.MgenG_010200001853 812
243273.MgenG_010200000020 243273.MgenG_010200003181 798
243273.MgenG_010200000020 243273.MgenG_010200000145 719
243273.MgenG_010200000020 243273.MgenG_010200000665 628
243273.MgenG_010200000020 243273.MgenG_010200002936 374
243273.MgenG_010200000020 243273.MgenG_010200000625 622
243273.MgenG_010200000020 243273.MgenG_010200002194 526
243273.MgenG_010200000020 243273.MgenG_010200003058 552
243273.MgenG_010200000020 243273.MgenG_010200000725 257
243273.MgenG_010200000020 243273.MgenG_010200001250 285
243273.MgenG_010200000020 243273.MgenG_010200002279 595
243273.MgenG_010200000020 243273.MgenG_010200002149 752
243273.MgenG_010200000020 243273.MgenG_010200000125 514
243273.MgenG_010200000020 243273.MgenG_010200000030 980
243273.MgenG_010200000020 243273.MgenG_010200000865 937
243273.MgenG_010200000020 243273.MgenG_010200002736 486
243273.MgenG_010200000020 243273.MgenG_010200002761 505
243273.MgenG_010200000020 243273.MgenG_010200002529 190
243273.MgenG_010200000020 243273.MgenG_010200001452 576
243273.MgenG_010200000020 243273.MgenG_010200001010 219
243273.MgenG_010200000020 243273.MgenG_010200002664 297
243273.MgenG_010200000020 243273.MgenG_010200001903 162
243273.MgenG_010200000020 243273.MgenG_010200000390 416
243273.MgenG_010200000020 243273.MgenG_010200000550 692
243273.MgenG_010200000020 243273.MgenG_010200000475 409
243273.MgenG_010200000020 243273.MgenG_010200001597 756
243273.MgenG_010200000020 243273.MgenG_010200000605 553
243273.MgenG_010200000020 243273.MgenG_010200000780 197
243273.MgenG_010200000020 243273.MgenG_010200002599 425
243273.MgenG_010200000020 243273.MgenG_010200000175 175
243273.MgenG_010200000020 243273.MgenG_010200001582 456
243273.MgenG_010200000020 243273.MgenG_010200000450 169
243273.MgenG_010200000025 243273.MgenG_010200000280 268
243273.MgenG_010200000025 243273.MgenG_010200001798 494
243273.MgenG_010200000025 243273.MgenG_010200000145 872
243273.MgenG_010200000025 243273.MgenG_010200002229 490
243273.MgenG_010200000025 243273.MgenG_010200001010 173
243273.MgenG_010200000025 243273.MgenG_010200002761 492
243273.MgenG_010200000025 243273.MgenG_010200002534 378
243273.MgenG_010200000025 243273.MgenG_010200002299 419
243273.MgenG_010200000025 243273.MgenG_010200000665 671
243273.MgenG_010200000025 243273.MgenG_010200000030 999
243273.MgenG_010200000025 243273.MgenG_010200001250 470
243273.MgenG_010200000025 243273.MgenG_010200000475 588
243273.MgenG_010200000025 243273.MgenG_010200000275 258
243273.MgenG_010200000025 243273.MgenG_010200000390 911
243273.MgenG_010200000025 243273.MgenG_010200001452 648
243273.MgenG_010200000025 243273.MgenG_010200000550 851
243273.MgenG_010200000025 243273.MgenG_010200002529 593
243273.MgenG_010200000025 243273.MgenG_010200002664 653
243273.MgenG_010200000025 243273.MgenG_010200001903 426
243273.MgenG_010200000025 243273.MgenG_010200002599 160
243273.MgenG_010200000025 243273.MgenG_010200001597 623
243273.MgenG_010200000025 243273.MgenG_010200000605 440
243273.MgenG_010200000025 243273.MgenG_010200000780 792
243273.MgenG_010200000025 243273.MgenG_010200001582 906
243273.MgenG_010200000025 243273.MgenG_010200000175 698
243273.MgenG_010200000025 243273.MgenG_010200001387 496
243273.MgenG_010200000025 243273.MgenG_010200001577 416
243273.MgenG_010200000025 243273.MgenG_010200000715 714
243273.MgenG_010200000025 243273.MgenG_010200000045 257
243273.MgenG_010200000025 243273.MgenG_010200001397 334
243273.MgenG_010200000025 243273.MgenG_010200003136 947
243273.MgenG_010200000025 243273.MgenG_010200003181 798
243273.MgenG_010200000025 243273.MgenG_010200002284 582
243273.MgenG_010200000025 243273.MgenG_010200001327 628
243273.MgenG_010200000025 243273.MgenG_010200000450 535
243273.MgenG_010200000025 243273.MgenG_010200002644 712
243273.MgenG_010200000025 243273.MgenG_010200002254 819
243273.MgenG_010200000025 243273.MgenG_010200002469 177
243273.MgenG_010200000025 243273.MgenG_010200002726 221
243273.MgenG_010200000025 243273.MgenG_010200000110 852
243273.MgenG_010200000025 243273.MgenG_010200001392 271
243273.MgenG_010200000025 243273.MgenG_010200001622 499
243273.MgenG_010200000025 243273.MgenG_010200002169 466
243273.MgenG_010200000025 243273.MgenG_010200001928 620
243273.MgenG_010200000025 243273.MgenG_010200000015 932
243273.MgenG_010200000025 243273.MgenG_010200001180 443
243273.MgenG_010200000025 243273.MgenG_010200000250 200
243273.MgenG_010200000025 243273.MgenG_010200000230 205
243273.MgenG_010200000025 243273.MgenG_010200000165 352
243273.MgenG_010200000025 243273.MgenG_010200000295 702
243273.MgenG_010200000025 243273.MgenG_010200002981 195
243273.MgenG_010200000025 243273.MgenG_010200000400 508
243273.MgenG_010200000025 243273.MgenG_010200002294 484
243273.MgenG_010200000025 243273.MgenG_010200000880 555
243273.MgenG_010200000025 243273.MgenG_010200003245 209
243273.MgenG_010200000025 243273.MgenG_010200002816 774
243273.MgenG_010200000025 243273.MgenG_010200002836 595
243273.MgenG_010200000025 243273.MgenG_010200003205 754
243273.MgenG_010200000025 243273.MgenG_010200001627 563
243273.MgenG_010200000025 243273.MgenG_010200001005 829
243273.MgenG_010200000025 243273.MgenG_010200000790 273
243273.MgenG_010200000025 243273.MgenG_010200001777 541
243273.MgenG_010200000025 243273.MgenG_010200000995 690
243273.MgenG_010200000025 243273.MgenG_010200001672 591
243273.MgenG_010200000025 243273.MgenG_010200001893 325
243273.MgenG_010200000025 243273.MgenG_010200000730 494
243273.MgenG_010200000025 243273.MgenG_010200001402 244
243273.MgenG_010200000025 243273.MgenG_010200000085 820
243273.MgenG_010200000025 243273.MgenG_010200000770 297
243273.MgenG_010200000025 243273.MgenG_010200000815 696
243273.MgenG_010200000025 243273.MgenG_010200002604 151
243273.MgenG_010200000025 243273.MgenG_010200000490 526
243273.MgenG_010200000025 243273.MgenG_010200001110 909
243273.MgenG_010200000025 243273.MgenG_010200001095 690
243273.MgenG_010200000025 243273.MgenG_010200002189 196
243273.MgenG_010200000025 243273.MgenG_010200003275 811
243273.MgenG_010200000025 243273.MgenG_010200000650 648
243273.MgenG_010200000025 243273.MgenG_010200003096 812
243273.MgenG_010200000025 243273.MgenG_010200000335 285
243273.MgenG_010200000025 243273.MgenG_010200001602 755
243273.MgenG_010200000025 243273.MgenG_010200001727 347
243273.MgenG_010200000025 243273.MgenG_010200002049 295
243273.MgenG_010200000025 243273.MgenG_010200000440 369
243273.MgenG_010200000025 243273.MgenG_010200000600 335
243273.MgenG_010200000025 243273.MgenG_010200002659 521
243273.MgenG_010200000025 243273.MgenG_010200000955 819
243273.MgenG_010200000025 243273.MgenG_010200002164 652
243273.MgenG_010200000025 243273.MgenG_010200003141 654
243273.MgenG_010200000025 243273.MgenG_010200001307 842
243273.MgenG_010200000025 243273.MgenG_010200000865 946
243273.MgenG_010200000025 243273.MgenG_010200002279 632
243273.MgenG_010200000025 243273.MgenG_010200002911 456
243273.MgenG_010200000025 243273.MgenG_010200001422 389
243273.MgenG_010200000025 243273.MgenG_010200002149 588
243273.MgenG_010200000025 243273.MgenG_010200000625 435
243273.MgenG_010200000025 243273.MgenG_010200000125 507
243273.MgenG_010200000025 243273.MgenG_010200002309 351
243273.MgenG_010200000025 243273.MgenG_010200001200 305
243273.MgenG_010200000025 243273.MgenG_010200002084 179
243273.MgenG_010200000025 243273.MgenG_010200000895 647
243273.MgenG_010200000025 243273.MgenG_010200001677 285
243273.MgenG_010200000025 243273.MgenG_010200002619 438
243273.MgenG_010200000025 243273.MgenG_010200003038 172
243273.MgenG_010200000025 243273.MgenG_010200002639 540
243273.MgenG_010200000025 243273.MgenG_010200000290 621
243273.MgenG_010200000025 243273.MgenG_010200002891 443
243273.MgenG_010200000025 243273.MgenG_010200002204 506
243273.MgenG_010200000025 243273.MgenG_010200002609 784
243273.MgenG_010200000025 243273.MgenG_010200000225 212
243273.MgenG_010200000025 243273.MgenG_010200001572 841
243273.MgenG_010200000025 243273.MgenG_010200001322 518
243273.MgenG_010200000025 243273.MgenG_010200002134 523
243273.MgenG_010200000025 243273.MgenG_010200001722 347
243273.MgenG_010200000025 243273.MgenG_010200002234 469
243273.MgenG_010200000025 243273.MgenG_010200002786 861
243273.MgenG_010200000025 243273.MgenG_010200002569 622
243273.MgenG_010200000025 243273.MgenG_010200003171 348
243273.MgenG_010200000025 243273.MgenG_010200000395 511
